uniqueIdeaIndex,idea
m2q9fpuemkfa7-HMRH-500-2,A toy which replicates the scanner adults use in the supermarket when they do their own shopping and then scan to do self checkout. Children could scan things at home - moving around and then calculate the cost of their shopping etc...
m2q9fpuemkfa7-HMRH-500-3,A ball which is also a calculator. It could set you a challenge for how many times you bounce it e.g. Can you do a thousand bounces? How many more bounces to get to 500? etc.. You can also use it as a regular calculator.
m2q9hzlunqwx7-AIRH-504-1,"a robot dance instructor. robot would perform a range of dance moves, teaching children different dance move, it would have pre programmed dances but also would be able to hear a song and show some dance moves to go with the beat and timing"
m2q9hzlunqwx7-AIRH-504-2,"robotic pet, a child could use an app to learn about programming and get the Pets to complete actions like sitting and speak, pet will be voice activated but the child will need to learn the code"
m2q9hzlunqwx7-AIRH-504-3,remote-controlled car with enhanced mobility and smart technology for a more interactive experience. equip with sensors for obstacle detection. incorporating GPS  for tracking and navigation. with a built in camera for first-person view
m2q9jkz4i2cwf-HMRL-507-1,A car that a child can get into it. There will be a small computer that the child can program where he was to go. The computer the shows a map and direction to the destination.The child when ready then press a go button. Then the car starts to move without being controlled.
m2q9jkz4i2cwf-HMRL-507-2,The computer might be in the room to monitor every move of the car as well as faults on the car and report.
m2q9jkz4i2cwf-HMRL-507-3,"The computer can be a built-in in the car, whenever they need to travel, they would give a voice command to the computer and the car just follow and drive to the destination without being controlled by the child but by the computer."
m2q9oiuzxkoc1-HMNL-505-1,amphibious car make the toy durable and waterproof with wheels that can and retract or become paddles when in water
m2q9oiuzxkoc1-HMNL-505-2,hover wheels instead of traditional wheels the car has detachable hover wheels that can snap on to make it float in water
m2q9oiuzxkoc1-HMNL-505-3,interchangeable parts include parts like big rugged wheels for off read land adventures and detachable pontoons for water play ..
m2q9oxhfrixi1-AINH-510-1,Sea Turtle with solar shell. The flippers move to propel the turtle on water. It does not require batteries and is made from a light weight sustainable material.
m2q9oxhfrixi1-AINH-510-2,"Chameleon water ball. It can be used on land or water. It changes colour to blend into the environment but the children can find it by calling it's name, once it has been programmed with a name it recognises."
m2q9oxhfrixi1-AINH-510-3,"A floating duck that can change into a boat or go on land as a car. In water it used duck feet to move. It can change into a boat by it's head going in the water and a propeller being in it's mouth. On land the head goes into the body, the feet are replaced by wheels. It is operated by rechargeable batteries."
m2q9qtfsvp5bv-AIRL-511-1,"Eco-voyager - sustainability themed toy to teach children about eco friendly transport and technology. A pedal powered car that can become a solar powered boat, with solar panels and sail. The onboard computer allows kids to see information about climate science and the environment and what the car uses as it switches between modes."
m2q9qtfsvp5bv-AIRL-511-2,Galactic explorer - a modular space pod based on a car that is a lunar rover and can transform into a rocket. The touchscreen control panel simulates interstellar missions and children can transform the room into a cosmic landscape with a projector. The computer also teaches about astronomy and navigation making it fun to explore space.
m2q9qtfsvp5bv-AIRL-511-3,"The technocruiser - children can swap parts into the car such as different wheels, spoilers and chassis - the detachable tablet allows them to play games, learning about engineering and technology. They can access a virtual garage to design car parts to enhance the performance. They can find out about how the parts influence speed, efficiency etc."
m2q9tgdi3y3u4-HMNL-513-1,My first idea would be to make a toy car for a child but incorporate floats into the design whereby if the child presses a button the toy car transforms into a boat that would be suitable for a shallow pond. The design would be every little boys dream and possibly take on the initial shape of a cool sports car and transform into a speedboat.
m2q9tgdi3y3u4-HMNL-513-2,"My second idea would be more in the form of a kit as an educational toy for both boys and girls, but also for adults and parents to have an input into also. It would take on the form of an old kit car type vehicle but for children to make and build themselves with adult help and supervison; creating budding engineers for the future. There would be an emphasis on both engineering and marine design in order to build something that wouod be fit for a road or path and something that would also be capable of driving directly from a road into the water and not leaking. Perhaps the idea could build on renewable technologies such as solar and battery power."
m2q9tgdi3y3u4-HMNL-513-3,"My third idea would be taking my second kit car boat concept to a new level, perhaps at a more advanced level of children with the aid of engineering adults. This would provide the basic components of the car and boat matching but allow the child to be more creative in the design. I would also ensure that part of the model design would encorporate a basic form of CAD software that would aid learning combined with AI technology that would assist the child in creating the final design. It could then be transferred onto a 3D printing software and printers this giving a child total control over the design but also be an educational tool in helping to solve problems that will inevitiably arise. This would then assist children choose careers for their future."
m2q9ulsd7avsk-HMNH-514-1,"A toy sea plane. You would throw the sea plane into the water (e.g. sea). When it lands it would glide along the top edge, skimming and then continue to float."
